번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
739,019010,베뉴지,074701,종합 소매업,"48,200,000","24,100,000,000","500",원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,2276
740,177350,베셀,032902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000","500",원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,2276
741,299910,베스파,105802,소프트웨어 개발 및 공급업,"7,986,521","3,993,260,500","500",원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",2276
742,096300,베트남개발1,116402,신탁업 및 집합투자업,"129,390,973","65,989,396,230","0",원(KRW),02-2180-0647,서울특별시 영등포구 은행로 3 여의도동,2276
743,007210,벽산,032309,기타 비금속 광물제품 제조업,"68,560,000","34,280,000,000","500",원(KRW),02-2260-6114,"서울특별시 중구  퇴계로 307 광희동 1가, 광희빌딩",2276
744,225530,보광산업,032309,기타 비금속 광물제품 제조업,"35,860,150","17,930,075,000","500",원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,2276
745,250000,보라티알,074603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500","500",원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",2276
746,002760,보락,032004,기타 화학제품 제조업,"59,900,000","11,980,000,000","200",원(KRW),031-352-6455,경기도 화성시  양감면 초록로 720-37 ,2276
747,014100,보령메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000","500",원(KRW),02  -708 -8365,서울특별시 종로구  창경궁로 136 보령빌딩 ,2276
748,003850,보령제약,032102,의약품 제조업,"44,200,000","22,100,000,000","500",원(KRW),02-708-8000,서울 종로구 원남동 보령빌딩 66-21,2276
749,006910,보성파워텍,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","45,854,719","22,927,359,500","500",원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,2276
750,000890,보해양조,031101,알코올음료 제조업,"110,344,883","55,172,441,500","500",원(KRW),061-243-3141,전라남도 목포시  호남로68번길 36 보해양조(주),2276
751,226340,본느,032004,기타 화학제품 제조업,"30,097,696","3,009,769,600","100",원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,2276
752,206950,볼빅,033303,운동 및 경기용구 제조업,"4,183,333","2,091,666,500","500",원(KRW),,충청북도 음성군 대소면 대금로 628 ,2276
753,003000,부광약품,032102,의약품 제조업,"63,531,367","31,765,683,500","500",원(KRW),02-828-8114,서울특별시 동작구  대방동1길 47 ,2276
754,001270,부국증권,116601,금융 지원 서비스업,"10,369,886","66,849,430,000","5,000",원(KRW),02-368-9200,서울 영등포구 여의도동 34-2,2276
755,026940,부국철강,032401,1차 철강 제조업,"20,000,000","10,000,000,000","500",원(KRW),062-954-3806,광주광역시 광산구 하남산단9번로 90 (안청동),2276
756,014470,부방,116409,기타 금융업,"47,293,490","23,646,745,000","500",원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,2276
757,015350,부산도시가스,043502,연료용 가스 제조 및 배관공급업,"11,000,000","55,000,000,000","5,000",원(KRW),051-607-1178,부산광역시 수영구  황령대로 513 ,2276
758,011390,부산산업,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","1,056,000","5,280,000,000","5,000",원(KRW),051-315-8338,부산광역시 사상구 장인로 35 (감전동),2276
759,005030,부산주공,033003,자동차 신품 부품 제조업,"42,349,528","21,174,764,000","500",원(KRW),051-780-5980,부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주),2276
760,008470,부스타,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000","500",원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,2276
761,100120,뷰웍스,032701,의료용 기기 제조업,"10,001,865","5,000,932,500","500",원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,2276
762,066980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500","500",원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 ,2276
763,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000","500",원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",2276
764,251630,브이원텍,032902,특수 목적용 기계 제조업,"7,525,290","3,762,645,000","500",원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",2276
765,263920,블러썸엠앤씨,033309,그외 기타 제품 제조업,"9,451,896","4,725,948,000","500",원(KRW),032-584-0789,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,2276
766,033560,블루콤,032605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000","500",원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,2276
767,126340,비나텍,032602,전자부품 제조업,"4,143,300","2,071,650,000","500",원(KRW),063-715-3020,전라북도 전주시 덕진구 운암로 15 ,2276
768,121800,비덴트,032604,통신 및 방송 장비 제조업,"27,873,523","13,936,761,500","500",원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",2276
769,148140,비디아이,032901,일반 목적용 기계 제조업,"7,920,750","3,960,375,000","500",원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,2276
770,100220,비상교육,105801,"서적, 잡지 및 기타 인쇄물 출판업","12,996,741","6,498,370,500","500",원(KRW),154-4055-4,서울특별시 구로구 디지털로 33길 48
(구로동,대륭포스트타워7차19층) ,2276
771,200780,비씨월드제약,032102,의약품 제조업,"8,008,318","1,601,663,600","200",원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,2276
772,141000,비아트론,032902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000","500",원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),2276
773,090460,비에이치,032602,전자부품 제조업,"31,896,697","15,948,348,500","500",원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,2276
774,083650,비에이치아이,032901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000","500",원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,2276
775,215050,비엔디생활건강,032004,기타 화학제품 제조업,"2,121,666","212,166,600","100",원(KRW),02-552-8481,충청북도 음성군 생극면 생극산단길 31(주)비엔디생활건강 ,2276
776,271780,비엔에프코퍼레이션,032402,1차 비철금속 제조업,"3,000,000","300,000,000","100",원(KRW),032-564-6612,인천광역시 서구 보듬로 176 ,2276
777,086670,비엠티,032901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500","500",원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,2276
778,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000","500",원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,2276
779,082920,비츠로셀,032802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000","500",원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,2276
780,054220,비츠로시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","52,295,547","26,147,773,500","500",원(KRW),(02)460-2000,서울특별시 성동구  성덕정길 151 (주)비츠로시스 ,2276
781,042370,비츠로테크,116409,기타 금융업,"22,353,873","11,176,936,500","500",원(KRW),02  -4602-021,경기도 안산시 단원구  별망로 327 비츠로테크,2276
782,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500","500",원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,2276
783,101140,비티원,074604,생활용품 도매업,"33,661,591","16,830,795,500","500",원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",2276
784,148780,비플라이소프트,105802,소프트웨어 개발 및 공급업,"4,745,720","2,372,860,000","500",원(KRW),02-3487-0215,"서울특별시 광진구 강변역로 2, 6층(구의동, 광진우체국) ",2276
785,238200,비피도,031007,기타 식품 제조업,"4,090,000","2,045,000,000","500",원(KRW),033-435-4962,강원도 홍천군 홍천읍 농공단지길 23-16 ,2276
786,093190,빅솔론,032603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500","500",원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",2276
787,065450,빅텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","24,500,000","4,900,000,000","200",원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,2276
788,210120,빅텐츠,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,895,000","947,500,000","500",원(KRW),02-786-2245,"서울특별시 강남구 도산대로 3178층(신사동,호림아트센터1빌딩) ",2276
789,005180,빙그레,031005,낙농제품 및 식용빙과류 제조업,"9,851,241","49,756,205,000","5,000",원(KRW),02-2022-6000,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레 ,2276
790,072950,빛샘전자,032602,전자부품 제조업,"6,000,000","3,000,000,000","500",원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),2276
791,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,634,263","5,817,131,500","500",원(KRW),02-2025-4733,서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호,2276
792,003960,사조대림,031002,수산물 가공 및 저장 처리업,"5,960,575","29,802,875,000","5,000",원(KRW),02-3470-6000,서울특별시 서초구 남부순환로 2159 ,2276
793,008040,사조동아원,031006,"곡물가공품, 전분 및 전분제품 제조업","141,144,600","70,572,300,000","500",원(KRW),02-789-9524,서울특별시 서초구 방배천로2길 12 사조빌딩,2276
794,007160,사조산업,010301,어로 어업,"5,000,000","25,000,000,000","5,000",원(KRW),02-3277-1600,서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층,2276
795,014710,사조씨푸드,031002,수산물 가공 및 저장 처리업,"17,218,543","17,218,543,000","1,000",원(KRW),02-721-6555,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",2276
796,006090,사조오양,031002,수산물 가공 및 저장 처리업,"9,422,739","47,113,695,000","5,000",원(KRW),02-3470-6030,서울특별시 서초구 남부순환로 2159 (방배동),2276
797,079660,사조해표,031007,기타 식품 제조업,"7,160,000","35,800,000,000","5,000",원(KRW),02-2007-3112,"서울특별시 서초구 남부순환로 2159 (방배동,3층) ",2276
798,100090,삼강엠앤티,032401,1차 철강 제조업,"27,535,527","13,767,763,500","500",원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13 ,2276
799,005090,삼광글라스,032301,유리 및 유리제품 제조업,"4,854,418","24,272,090,000","5,000",원(KRW),02-489-8000,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",2276
800,122350,삼기오토모티브,033003,자동차 신품 부품 제조업,"30,827,256","3,082,725,600","100",원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217 ,2276
801,014970,삼륭물산,031702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000","500",원(KRW),032-321-0091,경기도 파주시 월롱면 통일로644번길 35 ,2276
802,018310,삼목에스폼,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000","500",원(KRW),02  -561 -0941,경기도 안성시  미양면 안성맞춤대로 474-40 ,2276
803,053700,삼보모터스,033003,자동차 신품 부품 제조업,"15,952,055","7,976,027,500","500",원(KRW),053-582-9230,대구광역시 달서구  성서동로 142 ,2276
804,009620,삼보산업,032402,1차 비철금속 제조업,"20,625,000","2,062,500,000","100",원(KRW),055 -552-7130 -,경상남도 창원시 진해구  남의로21번길 36 ,2276
805,023600,삼보판지,031701,"펄프, 종이 및 판지 제조업","16,170,000","8,085,000,000","500",원(KRW),031-319-6523,경기도 시흥시 공단1대로28번길 120 (정왕동) ,2276
806,111870,삼본전자,032605,영상 및 음향기기 제조업,"51,372,000","25,686,000,000","500",원(KRW),032-683-7300,경기도 부천시 오정구  삼작로107번길 52 ,2276
807,001470,삼부토건,064102,토목 건설업,"124,015,655","124,015,655,000","1,000",원(KRW),02-3706-2114,서울특별시 중구  퇴계로 63 삼부빌딩 ,2276
808,006400,삼성SDI,032802,일차전지 및 축전지 제조업,"68,764,530","356,712,130,000","5,000",원(KRW),031-8006-3100,경기도 용인시 기흥구  공세로 150-20 ,2276
809,006660,삼성공조,033003,자동차 신품 부품 제조업,"8,126,314","4,063,157,000","500",원(KRW),055-280-2733,경상남도 창원시 성산구  연덕로 176 삼성공조(주),2276
810,309930,삼성머스트스팩3호,116601,금융 지원 서비스업,"4,590,000","459,000,000","100",원(KRW),02-2020-7637,서울특별시 서초구 서초대로74길 11 ,2276
811,028260,삼성물산,074607,기타 전문 도매업,"189,690,043","19,131,748,300","100",원(KRW),02-2145-5114,서울특별시 송파구 올림픽로35길 123 -,2276
812,207940,삼성바이오로직스,032101,기초 의약물질 및 생물학적 제제 제조업,"66,165,000","165,412,500,000","2,500",원(KRW),032-455-3114,인천광역시 연수구 송도바이오대로 300 ,2276
813,032830,삼성생명,116501,보험업,"200,000,000","100,000,000,000","500",원(KRW),02-751-8157,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,2276
814,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000","100",원(KRW),02-2020-7562,서울특별시 서초구 서초대로74길 11 ,2276
815,018260,삼성에스디에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","77,377,800","38,688,900,000","500",원(KRW),02-6155-3114,서울특별시 송파구 올림픽로35길 125(신천동) ,2276
816,028050,삼성엔지니어링,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","196,000,000","980,000,000,000","5,000",원(KRW),02-2053-3000,서울특별시 강동구 상일동 500 삼성 GEC ,2276
817,009150,삼성전기,032602,전자부품 제조업,"74,693,696","388,003,400,000","5,000",원(KRW),031-210-5114,경기도 수원시 영통구  매영로 150 ,2276
818,005930,삼성전자,032604,통신 및 방송 장비 제조업,"5,969,782,550","897,513,820,000","100",원(KRW),031-200-1114,경기도 수원시 영통구  삼성로 129 (매탄동) ,2276
819,001360,삼성제약,032102,의약품 제조업,"58,611,127","29,305,563,500","500",원(KRW),031-353-6681,경기도 화성시 향남읍 제약공단2길 35 삼성제약(주),2276
820,010140,삼성중공업,033101,선박 및 보트 건조업,"630,000,000","3,150,574,225,000","5,000",원(KRW),031-5171-7000,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,2276
